name,iata_code,icao_code
SalzburgJetAviation,null,MOZ
Sama Airline,null,SDP
Samar Air,null,SMQ
Samaritan Air Service,null,HLO
Samaritans Purse,null,NSP
Air Samarkand,9S,UZS
Samoa Airways,OL,PAO
Sampoerna Air Nusantara,null,SAE
Samson Aviation,null,SHL
San Carlos Flight School,null,BYF
San Juan Airlines,null,SJN
San Marino Executive Aviation,null,SMF
Sanborn Map Company,null,SMU
Sanrise,null,KSR
Sansar Aviation International,null,SNZ
Sao Tome And Principe Airlines,null,OTN
Sapphire Executive Air,null,SPH
Sapphire Aviation,null,SPP
SAPSAN Airline,S2*,KGB
Saratov Aviation Plant,null,SVP
Sardinian Sky Service,null,SSR
Sarit Air Lines,null,SRW
Sark International Airways,null,JIM
Sarsat Centre,null,ZSZ
SAS Connect,SL*,SZS
SAS Danmark,null,DEN
SAS Link,null,SVS
SAS,SK,SAS
Saskatchewan Government Executive Air Service,null,SGS
Saskatchewan Government Air Ambulance Service,null,SLG
SATA - Air Acores,SP,SAT
SATCO,S3,null
Satellite Aero,null,SXX
SATENA,9R*,NSE
Satgur Air Transport,null,TGR
Satsair,null,SYK
Saturn Aviation,null,STV
Saudi Arabian Airlines,SV,SVA
Saudi Royal Aviation,null,SRA
SaudiGulf Airlines,null,SGQ
Savanah Airlines,null,SNI
Savanair,null,SVN
Sawyer Aviation,null,SJA
SaxonAir,null,SXN
SC Aviation,null,COL
Scanwings,null,ABF
Scat Air,DV,VSV
Scenic Air,null,ENR
Scenic Airlines,YR,EGJ
Schmiedel Air Service,null,SAB
Schwans Shared Services,null,TNI
Schweitzer Engineering,null,BEN
Scoot,TR,TGW
Scottish Airways Flyers,null,SKO
Sea Air,null,SIB
Seaborne Airlines,BB*,SBS
Seacoast Airlines,null,SCC
Seagreen Air Transport,null,ESA
SEAir,XO,SGD
Searca,null,SRC
Searcharter,L1,null
Seco International,null,SIJ
Secretaria de Marina,null,ANX
Sector Airlines,null,XTR
Secure Air Charter,null,JCM
Securite Civile Francaise,null,FRU
International Security Assistance Force,null,THN
Security Aviation,null,SVX
"Sedalia, Marshall, Boonville Stage Line",null,STG
Sedona Air Center,null,SED
Air Segura,null,AIU
Selcon Airlines,null,SEO
SelectJet,null,JSL
Selva Colombia - Servicios Aereos Del Vaupes,null,SDV
SENEAM,null,XMX
Seneca College,null,BZQ
Air Senegal,HC,SZN
Senok Aviation,null,MVS
Señor Air,null,SEN
Sentel Corporation,null,SEL
Sentra Airways,null,SER
Sentra Airways,null,null
Air Seoul,RS,ASV
Sepehran Airlines,IS,SHI
Serair Transworld Press,null,SEV
Serami,null,SRE
Air Serbia,JU,ASL
Serbian Air Force,null,SRB
Serene Air,ER,SEP
International Air Serivces,null,IAX
Serve Air Cargo,S2,null
Serve Air Cargo,V6,null
Air Service Center,null,RCX
Service People Gesellschaft Fur Charter Und Service,null,SPX
Air Service,null,RVS
Air Service State Company,null,RSZ
Air Service Vosges,null,VGE
Serviceair,null,GYG
Aviation Services Management,null,VGG
Airways Services & Support,null,AYV
Servicio Aereo de la Guardia Civil,null,DGC
Servicio Aereo Saltillo,null,SES
Servicio de Vigilancia Aerea del Ministerio de Seguridad Pub.,null,MSP
Servicio de Helicopteros,null,SDH
Servicio Leo Lopez,null,LLA
Servicio Superior Ejecutivo,null,SPT
Servicio Tecnico Aero de Mexico,null,SDX
Servicio y Mantenimiento Tecnico DQ,null,SDQ
Servicios Aereos Across,null,ACW
Servicios Aereos de Chihuahua Aerochisa,null,AHI
Servicios Aereos de Los Andes,null,AND
Servicios Aereos del Altiplano,null,ATP
Servicios Aereos A&H,null,AXH
Servicios Aereos Dandy,null,DDY
Servicios Aereos Especializados Destina,null,DES
Servicios Aereos Denim,null,DNI
Servicios Aereos Bio Pappel,null,EDD
Servicios Aereos Elite,null,ETE
Servicios Aereos Fun Fly,null,FUF
Servicios Aereos Gana,null,GNA
Servicios Aereos Ilsa,null,ILS
Servicios Aereos Especializados En Transportes Petroleros,null,KSP
Servicios Aereos Ejecutivos de La Laguna,null,LGU
Servicios Aereos Estrella,null,LLS
"SERVICIOS AEREOS MIRA, S.A. DE C.V.",null,MIR
Servicios Aereos Milenio,null,MLO
Servicios Aereos Moritani,null,MRI
Servicios Aereos M.T.T.,null,MTG
Servicios Aereos Del Nazas,null,NAZ
Servicios Aereos Monarrez,null,NRZ
Servicios Aereos Soffly,null,OFY
Servicios Aereos Noticiosos,null,OSS
Servicios Aereos Premier,null,PMR
Servicios Aereos Poblanos,null,POB
Servicios Aereos Nacionales SANSA,RZ*,LRS
Servicios Aereos San Cristobal,null,SCI
Servicios Aereos Del Centro.,null,SCV
Servicios Aereos Luce,null,SEB
Servicios Aereos Agricolas,null,SGI
Servicios Aereos Automotriz,null,SMO
Servicios Aereos Palenque,null,SPQ
Servicios Aereos Sucre (SASCA),null,SSU
Servicios Aereos Corporativos,null,TRN
Servicios Aereos Interestatales,null,TTD
Servicios Aereos Tamazula,null,TZU
Servicios Aereos Universitarios,null,UNT
Servicios Aereos Céu Azul,null,VCU
Servicios Aereos,null,VWA
Servicios Aereos Textra,null,XTA
Servicios Aeroes Regiomontanos,null,RGC
Servicios Aeronauticos de Nayarit,null,SNY
Servicios Aeronauticos de Oriente,null,SVO
Servicios Aeronauticos Z,null,SZT
Servicios Corporativos Aereos de la Laguna,null,SPL
Servicios de Aviacion Asertec,null,ASE
Servicios de Alouiler Aereo,null,SQL
Servicios Dinamicos De Aviacion,null,SDI
Servicios Ejecutivos Gosa,null,HJE
Servicios Ejecutivos Continental,null,SJC
Servicios Ejecutivos Aereos Viz,null,SVZ
Servicios Optimos de Aeroenlace S.A. de C.V.,null,ENL
Servicios Privados de Aviacion,null,SPV
Servicos de Aerotransportacion de Aquascalientes,null,STD
Servisair,null,SGH
Servivios Aereos Centrales,null,CEE
Servizi Aerei,null,SNM
"Sesatslab Proof-of-Concept Flights, Embry-Riddle University",null,XSL
SetAir,null,KOC
Seven Bar Flying Service,null,SBF
Sevenair,VZ*,RVP
Severstal,D2*,SSF
Air Seychelles,HM,SEY
SF Airlines,O3,CSS
SFT-Sudanese Flight,null,STF
SH Bellawings Airlines,null,CBW
Shaanxi Phoenix International Flying College,null,PHF
Shaheen Airport Services,null,SHN
Shahin Ball Parvaz,null,SBP
Shakh Air,null,RKN
Shalom Air Services,null,FFH
Shandong Dagao International Flight Academy,null,RXF
Shandong Nanshan International Flight,null,NSY
Shandong Airlines Rainbow Jet,null,RBW
Shandong Airlines,SC,CDG
Shanghai Airlines,FM,CSH
Shanghai Kingjet General Aviation,null,KJT
Shankh Air,null,null
Shanxi Shenfei Jet,null,SXJ
Shanxi Victory General Aviation,null,VGA
Shar Ink,null,UGP
Sharjah Ruler's Royal Flight,null,SHJ
Sharp Airlines,SH,null
Shata Air Services,null,TST
Shavano Air,null,SHV
Shawbury FTU,null,SYS
Sheba Aviation,null,SYE
Shell Aircraft,null,PEX
Shell Canada,null,SCL
Sheltam Aviation,null,SHM
Shenzhen Funian Jet Aviation,null,HYN
Shenzhen Gulf Aviation,null,GAE
Shenzhen United Business Jet,null,HFJ
Shenzhen Airlines,ZH,CSZ
Sheremetyevo-Cargo,null,SHO
Shirak Avia,5G*,SHS
Shiv Air,null,HJI
Shoprite Group,null,SHG
Shoreline Aviation,null,CST
Shree Airlines,N9,SHA
Shtotz Agro Service,null,SZG
Shuangyang General Aviation,null,CSY
Shuswap Air,null,SFC
Siam Airnet,null,RBR
SiamJet Airlines,null,SCJ
SiAvia,null,SVB
Sibia,null,SBD
Sichuan Airlines,3U,CSC
Sideral Air Cargo,null,SID
Sierra Charlie Aviation,null,SCA
Sierra Express,null,SIE
Sierra Expressway Airlines,null,SRX
Sierra West Airlines,null,PKW
Silesia Air,null,SUA
Silk Road Airline,null,KMS
Silk Way West Airlines,7L,AZG
Silk Way,ZP*,AZQ
silkavia,US,USA
Silvair,null,IJS
Silvair,null,SAN
Silver Airways,3M,SIL
Silver Cloud Air,null,SCR
Silver Air,null,SIS
Silver Air,null,SLD
Silverback Cargo Freighters,null,VRB
Silverhawk Aviation,null,SLH
SIM Air,null,null
Simargl,null,SMN
Simpson Air,null,NCS
Simrik Airlines,null,RMK
Singapore Flying College (Jet Operations),null,RFZ
Singapore Airlines,SQ,SIA
Sino Jet,null,SJD
Sino Jet Management,null,SJM
Sinojet Beijing,null,JBE
Sioux Falls Aviation,null,DKT
Siren-Travel,1H,null
Sirio,null,SIO
Sirius-Aero,SA*,CIG
Sirvair,null,VRS
SITA,XS,SIT
Sixt Rent A Car,null,SIX
Sjofartsverket,null,HMF
SKA Air and Logistics,null,UGS
SKA SA Aircraft Leasing,null,KLA
Skargardshavets Helikoptertjanst,null,MHQ
Skimaster Guinea Ecuatorial,null,KIM
Skippers Aviation,HK,null
Airline Skol,null,CDV
SKS Airways,KI,SJB
SKS Airways,null,null
Sky Aeronautical Services,null,KYR
Sky Aircraft Service,null,SGM
Sky Angkor Airlines,ZA,SWM
Sky Atlantic US,null,HPP
Sky Atlas,null,RUS
Sky Bird Airlines,null,SBL
Sky Bus,null,FLH
Sky Bus,null,HVY
Sky Cabs,null,SCB
Sky Cam,null,SCK
Sky Cana,RD,SNA
Sky Capital Airlines,S8*,AHW
Sky Europe Airlines Hungary,null,HSK
Sky Exec Aviation Services,null,SXC
Sky Express,GQ,SEH
Sky Eyes,null,SEQ
Sky Fru,null,KGZ
Sky Gates Airlines,U3,SAY
Sky Golden Lachin,null,LSG
Sky Airline,H2,SKU
Sky Handling,null,SYH
Sky Handling,null,TSZ
Sky Harbor Air Service,null,SHC
Sky Harbor Air Service,null,SKD
Sky Helicopteros,null,HSY
Sky High Aviation Services,DO,SHH
Private Sky,null,HYR
Sky Jet M.G.,DU,null
Sky Jet M.G.,DU,LIZ
Sky Jet,null,SJU
Sky KG Airlines,null,KGK
Sky Lease Cargo,GG,KYE
Sky Line Airlines,null,SLX
Sky Line For Air Services,null,SLY
Sky Link Aviation Services,null,SKS
Sky Mali,ML,FML
Sky Messaging,null,KYD
Sky Net Airline,null,SKJ
Sky One,null,FSO
Sky One Express Airlines,null,SYF
Sky Airline Peru,H8,SKX
Sky Prim Air,null,KPM
Sky Prime Malta,null,LXR
Sky Prime Charter,null,SPD
Sky Quest,null,ERY
Sky Services Malta,null,SYM
Sky Shuttle Helicopters,A7,HHK
Sky Aviation,null,SSY
Sky Tours,null,SKE
Sky Travel,null,RVU
Sky Unlimited,null,SYU
Sky Vision Airlines,null,SVI
Sky Wings Flight Support Services,null,SWJ
skyalps,BQ,SWU
Skyblue Jet Management,null,XMI
Skyblue Aviation,null,SBV
Skyborne Airline Academy,null,SFY
Skybridge International Balkan,null,SBB
SkyCare,null,PHX
Skycharter,null,SKL
Skycraft,null,SKF
Skydrift,null,SDL
SkyEmotion,null,EMO
Skyfirst,null,KFE
Skyfreight,null,SFT
Skyhaul,null,HAU
SKYhigh Dominicana,DO,SHH
Skyjet,M8,MSJ
Skyjet Aviation Services,null,LRK
SkyJet,null,SJL
Skyjets & Support,null,SJS
Skyla Air,null,LAJ
SkyLight,null,LSK
Skyline Express Airline,QU,UTN
Skyline Flight,null,SXL
Skyline,null,KCU
Skyline Aviation Services,null,SKN
Skyline Aviation,null,SML
Skyline,null,SMT
Skylink Express,null,SLQ
Skylink Aviation,null,SLL
Skylounge Services,null,TSM
Skymark Airlines,BC,SKY
Skymark Executive,null,SMB
Skymaster Air Taxi,null,SDD
Skymedia,null,LAS
Skyplan Services,null,XXS
Skypower Express Airways,NV,EAN
SkyRoads Aviation,null,SIH
Skyrover,null,WLK
Skyscapes Air Charters,null,SKR
Skyservice Business Aviation,null,SYB
Skyside,null,SKV
Skystar International,null,SSK
Skystream Airlines,null,STM
SkyTaxi,TE,IGA
SKYTRAC Systems,null,TTQ
Skytraders,null,SND
Skytrans Airlines,QN,SKP
Skytropic,null,SKT
SkyUp MT,U5,SEU
SkyUp Airlines,PQ,SQP
Skyven Cielos de Venezuela,null,VSK
Skywagon,SX*,null
Skyward Express,OW,SEW
Skyward Aviation,null,UWD
Skyway Airline,null,GCS
Skyways,null,SWY
SkyWest Charter,CW,SCW
SkyWest Airlines,OO,SKW
Skyworld Airlines,null,SPC
Slam Lavori Aerei,null,SLJ
Slate Falls Airways,null,SYJ
Slim Aviation Services,null,SHX
SLL Resources,null,ROB
Sloane Helicopters,null,SLN
Slok Air,null,SLB
Slovak Air Force,null,SQF
Slovak Government Flying Service,null,SSG
Slovak National Aeroclub,null,SQA
Slovenian Armed Forces,null,SIV
Slovenian Ministry of Defence,null,LSV
SMA Airlines,null,SMA
Smart Cargo,null,null
Smart Airlines,null,DGV
Smart Jet,null,SAH
Smart Jet International,null,SJI
Smart Aviation Company,null,SME
Smart Aviation,null,SMV
smartavia,5N,AUL
Smartline,null,SMG
Smartlynx Airlines,6Y,ART
Smartlynx Airlines Cabo Verde,null,LCV
Smartlynx Airlines Estonia,null,MYX
SmartLynx Airlines Malta,2N*,LYX
SmartLynx Thailand,null,null
Smartwings Hungary,7O,TVL
Smartwings Poland,3Z,TVP
Smartwings,QS,TVS
Smartwings Slovakia,6D,TVQ
Smithair,null,SMH
Smithkline Beacham Clinical Labs,null,SBQ
SMJet,null,SMD
SMM Flight Services,null,SMY
Smokey Bay Air,2E*,null
SNCF,2C*,null
Snowbird Airlines,null,SBW
Snunit Aviation,null,SNU
Sociedad Aeronautica Peninsular,null,SAL
Sociedad de Promocion y Gestion del Turismo Aragones,null,VSC
Société 3 S Aviation (Aerope),null,OPE
Société Centrafricaine de Transport Aerien,null,SNS
Société de Transport Aerien de Mauritanie,null,NSC
Société Tout Transport Mauritanien,null,TTM
Socofer,null,SCF
Soko Aviation,null,OKT
Sokol,null,PIV
Sol Linhas Aereas,null,SBA
Solar Cargo,null,OLC
Solaris Aviation,null,TWY
Solaseed Air,6J,SNJ
"Air Soleil, Société",null,SOE
Solent Flight,null,SFU
Solenta Aviation Cote D'Ivoire,null,SIV
Solenta Aviation Gabon,null,SVG
Solenta Aviation Mozambique,FW*,MFJ
Solenta Aviation,null,SET
Solinair,ZS,SOP
Solomon Airlines,IE,SOL
Solstas Lab,null,SPK
Soluciones Aereas de la Laguna,null,LRG
Solutions Air Charter,null,BLU
Air Solutions,null,LKY
Solyom Hungarian Airways,null,HUN
Soma Jets,null,OZK
Somon Air,SZ,SMR
Sonair,null,SOR
Sonalysts,null,SYI
Sonoco ThermoSafe,YZ,null
Sontair,null,STI
Soonair Lines,null,SNL
Air Sorel,null,WHY
Sorens Aero,null,SSE
SOS Helikoptern Gotland,null,MCG
International SOS Windhoek,null,RSQ
Soulbird,null,OUL
Sounds Air,S8,SDA
South African Air Force,null,LMG
South African Airways,SA,SAA
South African Historic Flight,null,SYY
South Asian Airlines,null,BDS
South Carolina Aeronautics Commission,null,PLT
South Carolina Aviation Management,null,SFX
South Cerney,null,CRY
South Coast Aviation (Bournemouth) Ltd.,null,GAD
Air South,null,KKB
South Pacific Airlines,null,SOU
South Pacific Island Airways,null,SPI
Aviation South West,null,DRM
Southair,null,SFK
Southeast Airmotive,null,SPU
Southeast Correct Craft,null,SOT
Southeast Air,null,SEA
Southeast Airlines,null,SNK
Southend Cargo Airlines,null,SYZ
Southern Air Charters,PL*,SOA
Southern Cross Aviation,null,SXA
Southern Cross Aviation,null,SXF
Southern Cross International,null,SXI
Southern Airways Express,9X,FDY
Southern Gateway,null,SGE
Southern Illinois University d/b/a Aviation Flight,null,CBN
Southern Jersey Airways,null,ALC
Southern Jet,null,HNJ
Southern Ohio Aviation Sales,null,SOH
Southern Seaplane,null,SSC
Southern Sky,IH,SRS
Southern Aviation,null,SOI
Southflight Aviation,null,SFL
Southport Aerospace Centre,null,XPG
Southwest Aircraft Charter,null,CAK
Southwest Airlines,WN,SWA
Southwind Airlines,2S,STW
Southwings (Thailand),null,SWL
Sovereign Business Jets,null,RHK
Space World Airline,null,SPF
Spanish Air Force,null,AME
SPARFELL France,null,MIM
SPARFELL Luftfahrt,null,LDX
SPARFELL Malta,null,QFX
Spark+,null,BVV
Spartan College of Aeronautics and Technology,null,SCU
SPASA,null,SPS
Spec Energy,null,SGC
Specavia,null,BHV
Air Special,null,ASX
"Special Detachment - Russia, Federal State Budget Institution",null,RSD
Special Handling Service For Aircraft,null,XHA
Special Aviation Systems,null,SYV
Specialist Aviation Services,null,PLC
"AIR SPECIALTIES CORPORATION D/B/A/ AIR  AMERICA/TOTAL AIR (LOS ANGELES, CA)",null,AMR
Aviation Specialties Unlimited,null,MZN
Specsavers Aviation,null,SSZ
Spectrem Air,null,CDS
Spectrum Aviation Incorporated,null,LSP
Spectrum Air Service,null,XSA
Air Speed Charter (Pvt) Ltd,null,ASG
Speed Fly,null,SFD
Speedwings,null,SPW
Air Sphinx,null,ASD
SpiceJet,SG,SEJ
Spirit Jets,null,SJJ
Spirit Airlines,NK,NKS
Air Spirit,null,SIP
Spirt of Africa Airlines,null,SDN
Sporavia,null,SPO
Sprague Electric Co.,null,SPE
Air-Spray,null,ASB
Spree Flug,null,SFG
Spring Airlines,9C,CQH
Spring City Aviation East,null,SCJ
Spring Japan,IJ,SJO
Spring Jet,null,SZJ
Springbok Classic Air,null,SPB
Springfield Air,null,IBG
SprintAir Cargo,null,SAR
SprintAir,P8,SRN
Spurwing Airlines,null,PUR
Sqiva,Q1,null
SR Jet,null,QSR
SriLankan Airlines,UL,ALK
Sriracha Aviation,null,KBN
Sriwijaya Air,SJ,SJY
St. Athan MU,null,STN
St Barth Executive,null,STB
St. Maarten Airways,null,SXM
St. Vincent Grenadines Air,null,SVD
Stabo Air,4E,SBO
Stabo Freight,null,SOB
Stapleford Flight Centre,null,STL
Star Air Cargo,null,BRH
Star Aviation,null,DST
Star East Airline,4R*,SEK
Star Fly Wings,null,SYW
Star Flyer,7G*,SFJ
Star Jet,null,CHJ
Star Peru,2I,SRU
Star Air,S5,SDG
Star Service International,null,SSD
Star Air,null,SIM
Star Aviation,null,STA
Star West Aviation,null,SUU
Star Wings Dortmund,null,STQ
Star Work Sky,null,SWP
Stargate Aviation,null,SGT
Stark Airways,null,XSK
Starlink Aviation,null,TLK
Starlite Aviation,null,TRL
Starlux Airlines,null,SJX
Stars Away Aviation,null,STX
Stars de Mexico,null,SRM
Stars Airways,null,FOZ
Starship,null,HIP
Starspeed,null,SSP
State ATM Corporation,null,OVD
State Air Company Berkut,null,BEC
State Firefighting Service Of The Eastern Kazakhstan Region,null,UCK
"State Flight Academy Of Ukraine, The",null,UFA
"State of West Virginia, Aviation Division",null,BKB
State Air Traffic Service Enterprise,null,UTS
State Unitary Air Enterprise,null,SUM
Stella Aviation,null,SLV
Stephens Capital Partners,null,RKK
Sterling Aviation,null,NSH
Stewart Aviation Services,null,YBE
Stichting Vliegschool 16Hoven,null,VGS
Stobart Air Services UK,null,VVD
Stockmeier Urethanes,null,WVU
Storm Heliworks,null,HWS
STP Airways,8F,STP
Strait Air,null,NUK
Strato Air Services,null,SRZ
Stream Air,null,VPT
Streamline Ops,null,STO
Streamline,null,SLE
Streamline Aviation,null,SSW
Studio 88 Aviation,null,STZ
Su Airlines,null,SUE
Suburban Air Freight,null,SUB
Sudan Pezetel For Aviation,null,SDZ
Sudan Airways,SD,SUD
Sudanese Aeronautical Services,null,SAC
Sudanese States Aviation,null,SNV
Sukhoi Design Bureau Company,null,SDB
Sultan of Oman Air Force,null,OMN
Air Sultan,null,SSL
sum air,null,null
Summit Air,null,SUT
Summit Aviation,null,YEL
Sun Air Bulgaria,null,BGS
Sun Country Airlines,SY,SCX
Sun d'Or International Airlines,2U,ERO
Sun Air Jets,null,SJE
Sun Air of Scandinavia,EZ*,SUS
Sun Pacific International,null,SNP
Sun Quest Executive Air Charter,null,SNQ
Sun Ritz Jet,null,RZT
Sun Air,null,SAV
Sun Air,SO,SNR
Sun Air,null,SUR
Sun West Airlines,null,SNW
Sunair Air One,null,LEO
Sunair,null,SNF
Sunbird Airlines,null,CDL
SunClass Airlines,DK,VKG
Suncoast Aviation,null,SNT
Suncor Energy,null,JSN
Sundair,SR,SDR
Sundance Air,null,BNC
Sundorph Aeronautical,null,SDF
Sundt Air Management,null,AKK
Sundt Air,null,MDT
SunExpress,XQ,SXS
Sunfly,null,SUC
Sunjet Airlines,null,SUJ
Sunlight Air,2R,RLB
Sunline Airlines,null,JAM
Sunrise Airlines,null,FXA
Sunrise Airways,S6,KSZ
Sunset Aviation,null,VXN
Sunshine Express Airline,null,EXL
Air Sunshine,null,RSI
Sunsplash Aviation,YH,null
Sunstate Airlines,null,SSQ
Sunu Air,null,SUG
Sunwest Aviation,null,CNK
Sunwest Aviation,null,SWS
Sunwing Airlines,WG,SWG
Sunworld International Airlines,null,SWI
Suparna Airlines,Y8,YZR
Super Air Jet,IU,SJV
Super Legacy,null,SLS
Super Luza,null,SLZ
Superior Aviation,null,HKA
Superior Aviation Services,null,SUK
Superior International Airlines,null,SSI
Superior Air,null,SUQ
"Superior Transportation Associates, Inc d/b/a STAjets",null,KFB
Supernova Airlines,P7,NPG
Air Support,null,CPU
Support Helicopter Force,null,SHF
"Suravia, S.A.",null,SUH
Suraviation,null,DSP
Air SurEste,null,AIS
Surf Air,null,URF
SuriJet.com,null,SRJ
Surinam Airways,PY,SLM
Suriname International Victory Airline,null,SWO
Surveillance Australia,null,BDF
Susi Air,null,SQS
Suzhou Aviation,null,CBW
Svenskt Ambulansflyg,null,SWE
Svenskt Industriflyg AB,null,JET
SW Helicopter Services,null,AZH
Swallow Aviacion,null,PRK
Swanton Morley (RAF),null,SMX
Swedish Armed Forces,null,SVF
Swift Copters,null,WFC
Swift Air,WQ*,SWQ
Swiftair Hellas,null,MDF
Swiftair,WT,SWT
Swiss Airtainer,SW,null
Swiss Air-Ambulance,null,RGA
Swiss Air-Ambulance,null,SAZ
Swiss Flight Services,null,SFS
Swiss Air Force,null,SUI
Swiss Helicopter,null,HSI
Swiss Private Jet,null,SWW
Swiss,LX,SWR
Swoop,WO,WSW
Sybajet San Marino,null,BCP
Syerston FTU,null,SYO
Sylt Air,7E,AWU
Syncrude Canada,null,SYN
Synergy Aviation,YD,SYG
Synesis Aviation,null,SYP
Syphax Airlines,SO*,null
Syphax Airlines,Y3,SYA
Syrian Arab Airlines,RB,SYR
Systec 2000,null,SYC
Szer-Bon RT,null,HSB
"T Doble A, Empresa de Transportes Aerecs Andahuaylas",null,TEA
T-air,null,TTV
T'Way Airline,TW,TWB
T3 Aviation,null,NCC
Ta-Air Airline,null,IRF
TAAG - Linhas Aereas de Angola Airlines,DT,DTA
TAB Charters,null,BKT
Tadair,null,TDC
TAECA,null,JYR
Taespejo Portugal,null,TES
Tafarayt Jet,null,MBJ
Taftan Airlines,null,SBT
TAG Airlines,5U,TGU
TAG Aviation Asia,null,TBJ
TAG Aviation (Cayman),null,TCJ
TAG Aviation Espana,null,TGM
TAG Farnborough Airport Ltd.,null,FBO
TAG Aviation San Marino,null,TAG
TAG Aviation,null,TEU
TAG Aviation,null,VIP
TAHIS - Transportes Aereos Hispanos,null,THS
Air Tahiti Nui,TN,THT
Air Tahiti,VT,VTA
Tailwind Air,null,PGN
Tailwind Airlines,TI*,TWI
Tajik Air,7J,TJK
Tajikistan International Airlines,null,TIL
Tajikistan,null,TZK
Tajouj Aviation,null,TUJ
Talair,null,TAL
Talon Air,null,TFF
Tam Aviacao Executiva,null,TVE
Tamara Niger Aviation,null,TMR
Tamas Darida Enterprise,null,DTE
Tamir Airways,null,TMI
Tantalus Air,null,TTU
Air Tanzania,TC,ATC
TAP Express,NI,PGA
TAP Portugal,TP,TAP
TapJets,null,TJA
Taquan Air,K3*,TQN
TAR Aerolineas,YQ,LCT
Tar Interpilot,null,TPL
Tara Air Line,null,IRR
Taraz Air,null,TKL
Tarco Aviation,3T,TQQ
TAROM,RO,ROT
Tarp Aviation,null,RLA
TAS Aviation,null,RMS
TASA - Trabajos Aereos,null,TGE
Air Tashkent,null,ATT
Tashkent Air,null,TSK
Tasman Cargo Airlines,HJ*,TMN
Tassili Airlines,SF,DTH
Tatra Jet,null,TTJ
Tauranga Aero Club,null,PGS
Air Taurus,null,AIT
Taxair Mexiquenses,null,TQE
"TAXI AEREO DE MORELIA, S.A. DE C.V.",null,MOL
Taxi Aereo Nacional del Evora,null,TDV
Taxi Aereo Turistico,null,TUO
Taxi Aereo Cozatl,null,TXL
Taxi Aereo de Mexico,null,TXM
Taxi Aereo de Veracruz SA de CV,null,VRC
Taxi Aereo del Norte,null,XNR
Taxi Aero Bae,null,TBE
Air Taxi & Cargo,null,WAM
Air Taxi & Charter International,null,IBJ
Air-Taxi Europe,null,TWG
Air Taxi,null,FAT
Taxijet,null,LJT
Taxirey,null,TXR
Taxis Aereos Del Noroeste,null,TNE
Taxis Aereos Del Pacifico,null,TPF
Taxis Aereos del Valle de Toluca,null,TVT
Tayaran Alhilall Alnftti,null,HLN
Tayaran Jet,null,TJB
Tayside Aviation,null,TFY
Tbilisi Airways,TD,TBC
TCA Jet Charters,null,TJC
TCA,N6*,TZS
Tchad Airlines,null,TCD
Team 125,null,UDG
Team Global Express,null,TFX
Tech-Mont Helicopter Company,null,TEM
Techtimes Sudamericana,C1,null
Tecnicas Fotograficas,null,TEF
Tecnoaviacion,null,TEB
Tehran Airline,null,THR
Telecommunication Authority,null,YTY
Teledyne Continental Motors,null,TCM
Telesis Transair,null,TLX
Telford Aviation,null,TEL
Tempelhof Airways USA,null,TEH
Temple Aviacion,null,TPV
Tempus Jets,null,TPJ
Temsco Helicopters,null,TMS
Tengeriyn Ulaach Shine,null,TNL
"Tennessee Air National Guard, 164th Airlift Group",null,TNG
Tennessee Airways,null,TEN
Tennessee Valley Authority,null,VLY
Ternhill (RAF),null,THL
Terra Avia,T8*,TVR
Terrain Sdp,null,SDT
Terrex Group,null,MXG
Terrible Herbst,null,TBL
Territorial Airlines,null,TER
Texas Air Charters,null,TXT
Texas Airways,null,CWT
Texas National Airlines,null,TXN
Texas Airlines,null,TXS
Texel Air Australasia,null,TNZ
Texel Air,null,XLR
Tez Jet Airlines,null,TEZ
TFC Flugbetrieb und - Technik Beratungsgellschaft mbH,null,EWF
TFC Flugbetrieb Und - Technik Beratungsgesellschaft mbH,null,LTU
"TFF GMBH, OSNABRUECK",null,TFS
TG Aviation,null,TGC
Thai Aerospace Services,null,EGP
Thai AirAsia,FD,AIQ
Thai AirAsia X,XJ,TAX
Thai Express Air,null,TXZ
Thai Flying Helicopter Service,null,TFH
Thai Flying Service,null,TFT
Thai Jet Intergroup,null,TIU
Thai Lion,SL,TLM
Thai Smile,WE,THD
Thai Summer Airways,null,AST
Thai Airways International,TG,THA
Thai Tours And Trans Airways,null,TTY
Thai Vietjet Air,VZ,TVJ
Thalair,null,TLJ
Thalys International,2H*,null
Air Thanlwin,ST,RTL
The Amiri Flight - Bahrain,null,BAH
The Army Aviation Heritage Foundation,null,LEG
The Cargo Flights,9O*,null
The Flightstar,null,FSR
The Flying Hospital,null,HSP
The Lancair Company,null,LCC
The Landline Company,L4,null
The Millen,null,RJM
The Mitre Corporation,null,MIP
The Oxford Helicopter,null,null
The Red Sea Air Services Company,null,RSG
The Sky,null,SFI
Thebe Ingenieria y Consultoria,null,IYC
Thia Aviation Academy,null,TAC
Thomas Air,null,TME
Thrive Aviation,null,TIV
Thrust Flight,null,TRF
Thunder Airlines,null,THU
Thyrluthjonustan,null,IHS
Thyssen Krupp,null,BLI
Tianjin Air Cargo,HT,CTJ
Tianjin Airlines,GS,GCR
Tianjin Jeppesen International Flight College,null,CHF
Tibet Airlines,TV,TBA
Tic Air,null,TIK
Tien-Shan,null,TJN
Tiffany Air Transport,null,TIF
Tiger Helicopters,null,TIG
Tigerair Taiwan,IT,TTW
Time Air,null,TIE
